Species;RCC;Genbank_accession;Keep;Status
;RCC6060;MK542685;No;NotFound
Pseudo-nitzschia_sp;RCC6061;MK542686;Yes;Distributed
Fragilariopsis_sp;RCC6062;MK542687;Yes;Distributed
Pseudo-nitzschia_sp;RCC6063;MK542688;Yes;Distributed
Fragilariopsis_sp;RCC6064;MK542689;Yes;Distributed
Pseudo-nitzschia_sp;RCC6065;MK542690;Yes;Distributed
Pseudo-nitzschia_sp;RCC6066;MK542691;Yes;Distributed
Fragilariopsis_sp;RCC6067;MK542692;Yes;Distributed
Pseudo-nitzschia_sp;RCC6068;MK542693;Yes;Distributed
Pseudo-nitzschia_sp;RCC6069;MK542694;Yes;Distributed
Pseudo-nitzschia_sp;RCC6070;MK542695;No;Lost
Fragilariopsis_sp;RCC6072;MK542697;Yes;Distributed
Fragilariopsis_sp;RCC6073;MK542698;Yes;Distributed
Fragilariopsis_sp;RCC6074;MK542699;Yes;Distributed
Pseudo-nitzschia_fraudulenta;RCC6141;MN121044;No;Lost
Navicula_sp;RCC6149;MN121050;No;Lost
Fragilariopsis_cylindrus;RCC6853;MN824004;Yes;Distributed
Fragilariopsis_cylindrus;RCC6854;MN824005;Yes;Distributed
Fragilariopsis_cylindrus;RCC6855;MN824006;Yes;Distributed
Psudo-nitzschia_subcurvata;RCC6857;MN824008;Yes;Distributed
Pseudo-nitzschia_subcurvata;RCC6858;MN824009;Yes;Distributed
Fragilariopsis_cylindrus;RCC6859;MN824010;Yes;Distributed
Fragilariopsis_cylindrus;RCC6860;MN824011;Yes;Distributed
Fragilariopsis_cylindrus;RCC6861;MN824012;Yes;Distributed
Pseudo-nitzschia_subcurvata;RCC6862;MN824013;Yes;Distributed
Fragilariopsis_cylindrus;RCC6864;MN824014;Yes;Distributed
Fragilariopsis_cylindrus;RCC6865;MN824015;Yes;Distributed
Fragilariopsis_cylindrus;RCC6866;MN824016;Yes;Distributed
Pseudo-nitzschia_subcurvata;RCC6867;MN824017;Yes;Distributed
Fragilariopsis_cylindrus;RCC6868;MN824018;Yes;Distributed
Fragilariopsis_cylindrus;RCC6869;MN824019;Yes;Distributed
Fragilariopsis_cylindrus;RCC6870;MN824020;Yes;Distributed
Pseudo-nitzschia_subcurvata;RCC6873;MN824023;Yes;Distributed
Fragilariopsis_cylindrus;RCC6874;MN824024;Yes;Distributed
Naviculales_XX_sp;RCC6875;MN824025;Yes;Distributed
Chloropicon_primus;RCC15;U40921;Yes;Distributed
Chloropicon_primus;RCC15;KF925345;Yes;Distributed
Chloropicon_laureae;RCC19;KT860855;Yes;Distributed
Chloropicon_primus;RCC138;KT860872;Yes;Distributed
Chloroparvula_sp_B2;RCC696;KT860688;Yes;Distributed
Chloroparvula_sp_B2;RCC696;KU843577;Yes;Distributed
Chloropicon_laureae;RCC700;KT860686;Yes;Distributed
Chloropicon_laureae;RCC700;KU843578;Yes;Distributed
Chloropicon_laureae;RCC701;KF899839;Yes;Distributed
Chloropicon_mariensis;RCC712;KT860929;Yes;Distributed
Chloropicon_mariensis;RCC712;KU843579;Yes;Distributed
Chloropicon_mariensis;RCC713;KT860813;Yes;Distributed
Chloropicon_mariensis;RCC713;KU843580;Yes;Distributed
Chloropicon_primus;RCC717;KT860691;Yes;Distributed
Chloropicon_primus;RCC717;KU843581;Yes;Distributed
Chloropicon_mariensis;RCC719;KT860933;Yes;Distributed
Chloropicon_mariensis;RCC719;KU843582;Yes;Distributed
Chloropicon_roscoffensis;RCC722;KT860817;Yes;Distributed
Chloropicon_roscoffensis;RCC722;KU843583;Yes;Distributed
Chloropicon_roscoffensis;RCC726;KT860692;Yes;Distributed
Chloropicon_roscoffensis;RCC726;KU843584;Yes;Distributed
Chloropicon_laureae;RCC856;EU106741;Yes;Distributed
Chloropicon_laureae;RCC856;KF422631;Yes;Distributed
Chloropicon_sieburthii;RCC857;KU843585;Yes;Distributed
Chloropicon_sieburthii;RCC857;EU106742;Yes;Distributed
;RCC702-C4;MF077474;No;NotFound
Chloropicon_roscoffensis;RCC917;EU106769;Yes;Distributed
Chloropicon_roscoffensis;RCC917;FJ997211;Yes;Distributed
Chloropicon_sp;RCC964;KT860934;No;NotDistributed
Chloropicon_sp;RCC996;EU106822;Yes;Distributed
Chloropicon_sp;RCC996;KU843586;Yes;Distributed
Chloropicon_mariensis;RCC997;EU106823;Yes;Distributed
Chloropicon_mariensis;RCC997;KT860935;Yes;Distributed
Chloropicon_mariensis;RCC998;EU106824;Yes;Distributed
Chloropicon_mariensis;RCC998;KF422632;Yes;Distributed
Chloroparvula_sp_B2;RCC999;KT860694;No;NotDistributed
Chloroparvula_sp_B2;RCC999;KU843587;No;NotDistributed
Chloropicon_sieburthii;RCC1019;KT860708;Yes;Distributed
Chloropicon_sieburthii;RCC1019;KU843588;Yes;Distributed
Chloropicon_laureae;RCC1021;EU106833;No;Lost
Chloropicon_laureae;RCC1021;KU843589;No;Lost
Chloropicon_sieburthii;RCC1032;EU106835;Yes;Distributed
Chloropicon_sieburthii;RCC1032;KU843590;Yes;Distributed
Chloropicon_sieburthii;RCC1043;KT860695;Yes;Distributed
Chloropicon_sieburthii;RCC1043;KU843591;Yes;Distributed
Chloropicon_roscoffensis;RCC1124;KT860719;Yes;Distributed
Chloropicon_roscoffensis;RCC1124;KU843592;Yes;Distributed
Chloropicon_primus;RCC1724;KT860723;No;NotDistributed
Chloropicon_roscoffensis;RCC1871;KF899840;Yes;Distributed
Chloropicon_roscoffensis;RCC2335;KF422627;Yes;Distributed
Chloroparvula_sp_B2;RCC2337;KT860793;Yes;Distributed
Chloroparvula_sp_B2;RCC2337;KU843593;Yes;Distributed
Chloroparvula_japonica;RCC2339;KF422628;Yes;Distributed
Chloropicon_sp;RCC3368;KF899838;Yes;Distributed
Chloropicon_sp;RCC3368;MF077475;Yes;Distributed
Chloropicon_roscoffensis;RCC3373;KU843594;Yes;Distributed
Chloropicon_maureeniae;RCC3374;KU843595;Yes;Distributed
Chloropicon_laureae;RCC3375;KF899843;Yes;Distributed
Chloropicon_sp;RCC3376;KU843596;Yes;Distributed
Chloropicon_roscoffensis;RCC3632;MH792068;Yes;Distributed
Chloropicon_roscoffensis;RCC3633;MH792069;Yes;Distributed
Chloropicon_roscoffensis;RCC4429;KU843597;Yes;Cryopreserved
Chloropicon_roscoffensis;RCC4429;KX523147;Yes;Cryopreserved
Chloropicon_roscoffensis;RCC4430;KU843598;Yes;Cryopreserved
Chloropicon_roscoffensis;RCC4430;KX523148;Yes;Cryopreserved
Chloropicon_sp_A6;RCC4434;KU843599;Yes;Distributed
Chloropicon_sp_A6;RCC4434;KX523150;Yes;Distributed
Chloropicon_sieburthii;RCC4553;KX014631;No;Lost
Chloropicon_sieburthii;RCC4569;KX014641;Yes;Distributed
Chloroparvula_sp_B3;RCC4572;KX014643;Yes;Distributed
Chloroparvula_sp_B3;RCC4472;MF077476;Yes;Distributed
Chloropicon_roscoffensis;RCC4573;KX014644;Yes;Distributed
Chloroparvula_pacifica;RCC4656;KU843574;Yes;Distributed
Chloropicon_roscoffensis;RCC6306;MN604334;Yes;Distributed
Chlorella_sp;RCC4;KT878662;No;Lost
Picochlorum_castavermella;RCC9;KT860852;Yes;Distributed
Picochlorum_castavermella;RCC11;AJ131691;No;NotDistributed
Picochlorum_castavermella;RCC13;KT860853;Yes;Cryopreserved
Picochlorum_castavermella;RCC14;KT860854;Yes;Cryopreserved
Picochlorum_castavermella;RCC99;KT860856;Yes;Cryopreserved
Picochlorum_castavermella;RCC115;AY526738;No;Lost
Picochlorum_castavermella;RCC140;KT860873;Yes;Cryopreserved
Picochlorum_castavermella;RCC142;KT860874;Yes;Cryopreserved
Chlorella_sp;RCC346;KT878667;No;Lost
Chlorella_sp;RCC347;KT860631;Yes;Distributed
Coccomyxa_sp;RCC396;KT860642;Yes;Distributed
Coccomyxa_sp;RCC397;KT878671;No;Lost
Picochlorum_sp;RCC475;KT860662;Yes;Distributed
Picochlorum_sp;RCC484;KT860668;Yes;Distributed
Picochlorum_sp;RCC485;KT860806;Yes;Cryopreserved
Picochlorum_sp;RCC486;KT861323;No;Lost
Picochlorum_sp;RCC490;KT860669;Yes;Cryopreserved
Coccomyxa_sp;RCC533;KT860679;Yes;Distributed
Coccomyxa_sp;RCC537;KT860672;Yes;Distributed
Picochlorum_sp;RCC632;KT860665;Yes;Cryopreserved
Picochlorum_sp;RCC633;KT860663;Yes;Cryopreserved
Picochlorum_sp;RCC637;KT860666;Yes;Cryopreserved
Droopiella_sp;RCC661;KT860883;Yes;Distributed
Auxenochlorella_symbiontica;RCC664;KT860884;Yes;Distributed
Picochlorum_sp;RCC683;KT860889;Yes;Cryopreserved
Picochlorum_sp;RCC684;KT860890;Yes;Cryopreserved
Picochlorum_sp;RCC689;KT860892;Yes;Cryopreserved
Picochlorum_sp;RCC748;KT860896;Yes;Cryopreserved
Picochlorum_sp;RCC846;KT860820;Yes;Cryopreserved
Picochlorum_sp;RCC847;KT860904;No;Cryopreserved
Coccomyxa_sp;RCC891;KT860906;Yes;Distributed
Picochlorum_sp;RCC894;EU127469;Yes;Cryopreserved
Picochlorum_castavermella;RCC897;KT860908;Yes;Distributed
Coccomyxa_sp;RCC903;KT860910;Yes;Distributed
Picochlorum_sp;RCC944;EU106790;Yes;Distributed
Picochlorum_sp;RCC944;KT860842;Yes;Distributed
Picochlorum_sp;RCC945;EU106791;No;NotDistributed
Picochlorum_sp;RCC1034;EU106837;Yes;Cryopreserved
Stichococcus_sp;RCC1054;KF899844;Yes;Distributed
Stichococcus_sp;RCC1055;KT860696;Yes;Distributed
Picochlorum_sp;RCC1125;KT860720;No;NotDistributed
Picochlorum_sp;RCC2935;KT860926;Yes;Cryopreserved
Trebouxiophyceae_XXX__sp;RCC2249;KT860826;Yes;Distributed
Phyllosiphon_sp;RCC2979;KT860839;Yes;Distributed
Picochlorum_sp;RCC3965;KT860832;Yes;Cryopreserved
Picochlorum_sp;RCC3067;KT860833;Yes;Cryopreserved
Picochlorum_sp;RCC3070;KT860847Yes;Cryopreserved
Picochlorum_sp;RCC3071;KT860836;Yes;Cryopreserved
Picochlorum_sp;RCC4442;KX523157;Yes;Cryopreserved
Picochlorum_sp;RCC4445;MH792079;Yes;Cryopreserved
Picochlorum_sp;RCC4447;MH792080;Yes;Cryopreserved
Picochlorum_sp;RCC4448;MH792081;Yes;Cryopreserved
Picochlorum_sp;RCC4450;MH792082;Yes;Cryopreserved
Picochlorum_sp;RCC4451;MH792083;Yes;Distributed
Picochlorum_sp;RCC4453;MH792084;Yes;Cryopreserved
Picochlorum_sp;RCC4454;MH792085;Yes;Cryopreserved
Picochlorum_sp;RCC4455;MH792086;Yes;Cryopreserved
Picochlorum_sp;RCC4456;MH792087;Yes;Cryopreserved
Picochlorum_sp;RCC4457;MH792088;Yes;Cryopreserved
Picochlorum_sp;RCC4458;MH792089;Yes;Cryopreserved
Picochlorum_sp;RCC4459;MH792090;Yes;Cryopreserved
Picochlorum_sp;RCC4460;MH792091;Yes;Cryopreserved
Picochlorum_sp;RCC4461;MH792092;Yes;Cryopreserved
Picochlorum_sp;RCC4462;MH792093;Yes;Cryopreserved
Picochlorum_sp;RCC4463;MH792094;Yes;Cryopreserved
Picochlorum_sp;RCC4464;MH792095;Yes;Cryopreserved
Picochlorum_sp;RCC4465;MH792096;Yes;Cryopreserved
Picochlorum_sp;RCC4466;MH792097;Yes;Cryopreserved
Picochlorum_sp;RCC4467;MH792098;Yes;Cryopreserved
Pseudochloris_sp;RCC4743;MH792099;Yes;Distributed
Trebouxiophyceae_XXX__sp;RCC5174;MH743123;Yes;Distributed
Trebouxiophyceae_XXX__sp;RCC5191;MH743131;Yes;Distributed
Trebouxiophyceae_XXX__sp;RCC5193;MH743132;Yes;Distributed
Picochlorum_sp;RCC5937;MK295682;Yes;Distributed
Picochlorum_sp;RCC5938;MK295683;Yes;Distributed
Picochlorum_sp;RCC5939;MK295684;Yes;Distributed
Picochlorum_sp;RCC5941;MK295686;Yes;Distributed
Picochlorum_sp;RCC5947;MK295690;Yes;Distributed
Picochlorum_sp;RCC5948;MK295691;Yes;Distributed
Picochlorum_sp;RCC6225;MN604339;Yes;Distributed
Picochlorum_sp;RCC6228;MN604341;Yes;Distributed
Picochlorum_sp;RCC6229;MN604342;Yes;Distributed
Picochlorum_sp;RCC6230;MN604343;Yes;Distributed
Proteomonas_sp;RCC439;AY665982;Yes;Distributed
Hemiselims_sp;RCC659;KT860554;Yes;Distributed
Hemiselims_sp;RCC659;KT878682;Yes;Distributed
Hemiselims_sp;RCC659;MF179475;Yes;Distributed
Hemiselims_sp;RCC660;KT878715;No;Lost
Rhodomonas_sp;RCC662;KT861326;Yes;Distributed
Teleaulax_sp;RCC815;KT860555;No;Lost
Teleaulax_sp;RCC816;MF179478;Yes;Distributed
Rhinomonas_sp;RCC821;KT860556;Yes;Distributed
Rhodomonas_sp;RCC822;KT861342;No;NotDistributed
Hemiselims_sp;RCC1938;KT861345;No;Lost
Rhodomonas_sp;RCC1978;KT861341;Yes;Distributed
Rhodomonas_sp;RCC1998;KT861340;Yes;Distributed
Rhodomonas_sp;RCC2001;KT861339;No;NotDistributed
Rhodomonas_sp;RCC2007;KT861338;Yes;Distributed
Rhodomonas_sp;RCC2018;KT861337;Yes;Distributed
Rhodomonas_sp;RCC2019;KT861336;Yes;Distributed
Rhodomonas_sp;RCC2020;JN934672;Yes;Distributed
Rhodomonas_sp;RCC2044;KT861335;Yes;Distributed
Rhodomonas_sp;RCC2045;KT861334;Yes;Distributed
Pyrenomonadales_XX_sp;RCC2334;KT861328;No;Lost
Proteomonas_sp;RCC2341;KT861327;No;NotDistributed
Rhodomonas_sp;RCC2513;KT861333;Yes;Distributed
Rhodomonas_sp;RCC2516;KT861332;Yes;Distributed
Rhodomonas_sp;RCC2603;KT861331;Yes;Distributed
Hemiselims_sp;RCC2614;KT861344;Yes;Distributed
Hemiselims_sp;RCC2614;MF179473;Yes;Distributed
Hemiselims_sp;RCC2614;MF574711;No;Lost
Proteomonas_sp;RCC4474;KT878697;Yes;Distributed
Rhodomonas_sp;RCC4784;KX602216;No;Lost
Teleaulax_sp;RCC4841;KY095007;Yes;Distributed
Teleaulax_sp;RCC4841;KY095059;Yes;Distributed
Cryptophyceae_XXX_sp;RCC4843;KY095013;Yes;Distributed
Rhodomonas_sp;RCC4847;KY095062;Yes;Distributed
Rhodomonas_sp;RCC4848;KY095005;Yes;Distributed
Teleaulax_sp;RCC4857;KY095065;Yes;Distributed
;RCC5233;MH764714;No;NotFound
Baffinella_frigidus;RCC5236;MH764717;Yes;Distributed
Baffinella_frigidus;RCC5246;MH764727;No;NotFound
;RCC5255;MH764736;No;NotFound
;RCC5257;MH764738;No;NotFound
;RCC5263;MH764744;No;NotFound
Rhodomonas_sp;RCC5274;MH764754;Yes;Distributed
;RCC5289;MH764768;No;NotFound
Baffinella_frigidus;RCC5310;MH764785;Yes;Distributed
Rhodomonas_sp;RCC5322;MH764796;Yes;Distributed
