"";"Species";"RCC";"Genbank_accession";"Keep";"Status"
"351";"Pseudo-nitzschia_sp";"RCC5286";"MH764766";"No";"Lost"
"352";"Fragilariaceae_X_sp";"RCC5291";"MH764770";"Yes";"Distributed"
"353";"Pseudo-nitzschia_sp";"RCC5299";"MH764776";"Yes";"Distributed"
"354";"Naviculales_XX_sp";"RCC5302";"MH764778";"No";"Lost"
"355";"Cylindrotheca_sp";"RCC5303";"MH764779";"No";"Lost"
"356";"Pseudo-nitzschia_arctica";"RCC5306";"MH764782";"Yes";"Distributed"
"357";"Pseudo-nitzschia_arctica";"RCC5308";"MH764783";"Yes";"Cryopreserved"
"358";"";"RCC5316";"MH764791";"No";"NotFound"
"359";"Pseudo-nitzschia_sp";"RCC5321";"MH764795";"Yes";"Cryopreserved"
"360";"Fragilariopsis_sp";"RCC5325";"MH764798";"Yes";"Cryopreserved"
"361";"Bacillariophyceae_XXX_sp";"RCC5354";"MH764820";"Yes";"Distributed"
"362";"Fragilariopsis_cylindrus";"RCC5356";"MH764821";"Yes";"Distributed"
"363";"Fragilariopsis_cylindrus";"RCC5361";"MH764825";"Yes";"Distributed"
"364";"Fragilariaceae_X_sp";"RCC5362";"MH764826";"Yes";"Cryopreserved"
"365";"Fragilariaceae_X_sp";"RCC5363";"MH764827";"No";"Lost"
"366";"Fragilariaceae_X_sp";"RCC5365";"MH764828";"Yes";"Cryopreserved"
"367";"Fragilariaceae_X_sp";"RCC5366";"MH764829";"Yes";"Cryopreserved"
"368";"Fragilariopsis_cylindrus";"RCC5367";"MH764830";"Yes";"Cryopreserved"
"369";"Fragilariopsis_cylindrus";"RCC5369";"MH764831";"Yes";"Cryopreserved"
"370";"Fragilariopsis_cylindrus";"RCC5370";"MH764832";"Yes";"Cryopreserved"
"371";"Fragilariopsis_cylindrus";"RCC5371";"MH764833";"Yes";"Cryopreserved"
"372";"Navicula_sp";"RCC5373";"MH764834";"No";"NotDistributed"
"373";"Navicula_ramosissima";"RCC5374";"MH764835";"Yes";"Distributed"
"374";"Naviculales_XX_sp";"RCC5376";"MH764836";"Yes";"Cryopreserved"
"375";"Naviculales_XX_sp";"RCC5377";"MH764837";"Yes";"Distributed"
"376";"Naviculales_XX_sp";"RCC5378";"MH764838";"Yes";"Cryopreserved"
"377";"Naviculales_XX_sp";"RCC5380";"MH764839";"Yes";"Cryopreserved"
"378";"Naviculales_XX_sp";"RCC5382";"MH764840";"Yes";"Distributed"
"379";"Naviculales_XX_sp";"RCC5383";"MH764841";"No";"Lost"
"380";"Naviculales_XX_sp";"RCC5384";"MH764842";"No";"Lost"
"381";"Naviculales_XX_sp";"RCC5385";"MH764843";"No";"Lost"
"382";"Naviculales_XX_sp";"RCC5386";"MH764844";"Yes";"Cryopreserved"
"383";"Naviculales_XX_sp";"RCC5387";"MH764845";"Yes";"Cryopreserved"
"384";"Nitzschia_sp";"RCC5388";"MH764846";"Yes";"Cryopreserved"
"385";"Nitzschia_sp";"RCC5389";"MH764847";"Yes";"Distributed"
"386";"Nitzschia_sp";"RCC5390";"MH764848";"Yes";"Cryopreserved"
"387";"Nitzschia_sp";"RCC5391";"MH764849";"Yes";"Cryopreserved"
"388";"Nitzschia_sp";"RCC5392";"MH764850";"Yes";"Cryopreserved"
"389";"Nitzschia_sp";"RCC5395";"MH764851";"Yes";"Distributed"
"390";"";"RCC5397";"MH764852";"No";"NotAvailable"
"391";"";"RCC5398";"MH764853";"No";"NotAvailable"
"392";"";"RCC5399";"MH764854";"No";"NotAvailable"
"393";"";"RCC5400";"MH764855";"No";"NotAvailable"
"394";"";"RCC5401";"MH764856";"No";"NotAvailable"
"395";"Naviculales_XX_sp";"RCC5402";"MH764857";"No";"Lost"
"396";"Synedra_sp";"RCC5404";"MH764858";"Yes";"Cryopreserved"
"397";"Fragilariopsis_cylindrus";"RCC5406";"MH764860";"Yes";"Distributed"
"398";"Synedra_sp";"RCC5408";"MH764861";"Yes";"Cryopreserved"
"399";"Bacillariophyceae_XXX_sp";"RCC5428";"MH764879";"No";"NotDistributed"
"400";"Nitzschia_sp";"RCC5458";"MH764905";"Yes";"Cryopreserved"
"401";"Naviculales_XX_sp";"RCC5459";"MH764906";"Yes";"Distributed"
"402";"Fallacia_forcipata";"RCC5460";"MH764907";"Yes";"Distributed"
"403";"Fragilariopsis_cylindrus";"RCC5461";"MH764908";"Yes";"Cryopreserved"
"404";"Fragilariales_XX_sp";"RCC5462";"MH764909";"Yes";"Cryopreserved"
"405";"Cylindrotheca_sp";"RCC5463";"MH764910";"Yes";"Distributed"
"406";"Fragilariopsis_cylindrus";"RCC5464";"MH764911";"Yes";"Distributed"
"407";"Fragilariopsis_cylindrus";"RCC5465";"MH764912";"Yes";"Cryopreserved"
"408";"Amphora_sp";"RCC5466";"MH764913";"Yes";"Distributed"
"409";"Cylindrotheca_sp";"RCC5467";"MH764914";"Yes";"Distributed"
"410";"Fragilariopsis_cylindrus";"RCC5468";"MH764915";"Yes";"Distributed"
"411";"Pseudo-nitzschia_arctica";"RCC5469";"MH764916";"Yes";"Distributed"
"412";"Nitzschia_sp";"RCC5489";"MH764933";"Yes";"Distributed"
"413";"Fragilariopsis_cylindrus";"RCC5491";"MH764935";"Yes";"Distributed"
"414";"Fragilariopsis_cylindrus";"RCC5501";"MH764944";"Yes";"Distributed"
"415";"Fragilariopsis_cylindrus";"RCC5507";"MH764949";"Yes";"Distributed"
"416";"Fragilariopsis_cylindrus";"RCC5508";"MH764950";"Yes";"Distributed"
"417";"Bacillaria_cf_paxillifera";"RCC5510";"MH764952";"No";"NotDistributed"
"418";"Fragilariopsis_cylindrus";"RCC5511";"MH764953";"Yes";"Cryopreserved"
"419";"Naviculales_XX_sp";"RCC5512";"MH764954";"Yes";"Distributed"
"420";"Fragilariopsis_cylindrus";"RCC5515";"MH764956";"Yes";"Cryopreserved"
"421";"Fragilariaceae_X_sp";"RCC5535";"MH764976";"Yes";"Cryopreserved"
"422";"Synedropsis_sp";"RCC5536";"MH764977";"Yes";"Cryopreserved"
"423";"Synedropsis_sp";"RCC5537";"MH764978";"Yes";"Distributed"
"424";"Fragilariaceae_X_sp";"RCC5538";"MH764979";"Yes";"Cryopreserved"
"425";"Naviculales_XX_sp";"RCC5539";"MH764980";"Yes";"Cryopreserved"
"426";"Synedropsis_sp";"RCC5541";"MH764982";"Yes";"Cryopreserved"
"427";"Fragilariaceae_X_sp";"RCC5549";"MH764988";"Yes";"Cryopreserved"
"428";"Fragilariaceae_X_sp";"RCC5551";"MH764990";"Yes";"Cryopreserved"
"429";"Fragilariaceae_X_sp";"RCC5553";"MH764992";"Yes";"Cryopreserved"
"430";"";"RCC5556";"MH764995";"No";"NotFound"
"431";"Naviculales_XX_sp";"RCC5562";"MH764999";"Yes";"Cryopreserved"
"432";"Naviculales_XX_sp";"RCC5564";"MH765001";"Yes";"Cryopreserved"
"433";"Naviculales_XX_sp";"RCC5566";"MH765003";"Yes";"Cryopreserved"
"434";"";"RCC5569";"MH765006";"No";"NotFound"
"435";"Fragilariaceae_X_sp";"RCC5575";"MH765012";"Yes";"Cryopreserved"
"436";"Bacillariophyceae_XXX_sp";"RCC5576";"MH765013";"No";"NotDistributed"
"437";"Fragilariopsis_cylindrus";"RCC5582";"MH765019";"Yes";"Cryopreserved"
"438";"";"RCC5586";"MH765023";"No";"NotFound"
"439";"Synedropsis_sp";"RCC5591";"MH765027";"No";"Cryopreserved"
"440";"Fragilariaceae_X_sp";"RCC5592";"MH765028";"Yes";"Cryopreserved"
"441";"Fragilariaceae_X_sp";"RCC5595";"MH765030";"Yes";"Distributed"
"442";"";"RCC5597";"MH765032";"No";"NotFound"
"443";"Naviculales_XX_sp";"RCC5601";"MH765035";"Yes";"Distributed"
"444";"Fragilariaceae_X_sp";"RCC5603";"MH765036";"Yes";"Distributed"
"445";"Cylindrotheca_closterium";"RCC6042";"MK542674";"Yes";"Distributed"
"446";"Pseudo-nitzschia_sp";"RCC6055";"MK542683";"Yes";"Distributed"
"447";"Fragilariopsis_sp";"RCC6059";"MK542684";"Yes";"Distributed"
"448";"";"RCC6060";"MK542685";"No";"NotFound"
"449";"Pseudo-nitzschia_sp";"RCC6061";"MK542686";"Yes";"Distributed"
"450";"Fragilariopsis_sp";"RCC6062";"MK542687";"Yes";"Distributed"
"451";"Pseudo-nitzschia_sp";"RCC6063";"MK542688";"Yes";"Distributed"
"452";"Fragilariopsis_sp";"RCC6064";"MK542689";"Yes";"Distributed"
"453";"Pseudo-nitzschia_sp";"RCC6065";"MK542690";"Yes";"Distributed"
"454";"Pseudo-nitzschia_sp";"RCC6066";"MK542691";"Yes";"Distributed"
"455";"Fragilariopsis_sp";"RCC6067";"MK542692";"Yes";"Distributed"
"456";"Pseudo-nitzschia_sp";"RCC6068";"MK542693";"Yes";"Distributed"
"457";"Pseudo-nitzschia_sp";"RCC6069";"MK542694";"Yes";"Distributed"
"458";"Pseudo-nitzschia_sp";"RCC6070";"MK542695";"No";"Lost"
"459";"Fragilariopsis_sp";"RCC6072";"MK542697";"Yes";"Distributed"
"460";"Fragilariopsis_sp";"RCC6073";"MK542698";"Yes";"Distributed"
"461";"Fragilariopsis_sp";"RCC6074";"MK542699";"Yes";"Distributed"
"462";"Pseudo-nitzschia_fraudulenta";"RCC6141";"MN121044";"No";"Lost"
"463";"Navicula_sp";"RCC6149";"MN121050";"No";"Lost"
"464";"Fragilariopsis_cylindrus";"RCC6853";"MN824004";"Yes";"Distributed"
"465";"Fragilariopsis_cylindrus";"RCC6854";"MN824005";"Yes";"Distributed"
"466";"Fragilariopsis_cylindrus";"RCC6855";"MN824006";"Yes";"Distributed"
"467";"Psudo-nitzschia_subcurvata";"RCC6857";"MN824008";"Yes";"Distributed"
"468";"Pseudo-nitzschia_subcurvata";"RCC6858";"MN824009";"Yes";"Distributed"
"469";"Fragilariopsis_cylindrus";"RCC6859";"MN824010";"Yes";"Distributed"
"470";"Fragilariopsis_cylindrus";"RCC6860";"MN824011";"Yes";"Distributed"
"471";"Fragilariopsis_cylindrus";"RCC6861";"MN824012";"Yes";"Distributed"
"472";"Pseudo-nitzschia_subcurvata";"RCC6862";"MN824013";"Yes";"Distributed"
"473";"Fragilariopsis_cylindrus";"RCC6864";"MN824014";"Yes";"Distributed"
"474";"Fragilariopsis_cylindrus";"RCC6865";"MN824015";"Yes";"Distributed"
"475";"Fragilariopsis_cylindrus";"RCC6866";"MN824016";"Yes";"Distributed"
"476";"Pseudo-nitzschia_subcurvata";"RCC6867";"MN824017";"Yes";"Distributed"
"477";"Fragilariopsis_cylindrus";"RCC6868";"MN824018";"Yes";"Distributed"
"478";"Fragilariopsis_cylindrus";"RCC6869";"MN824019";"Yes";"Distributed"
"479";"Fragilariopsis_cylindrus";"RCC6870";"MN824020";"Yes";"Distributed"
"480";"Pseudo-nitzschia_subcurvata";"RCC6873";"MN824023";"Yes";"Distributed"
"481";"Fragilariopsis_cylindrus";"RCC6874";"MN824024";"Yes";"Distributed"
"482";"Naviculales_XX_sp";"RCC6875";"MN824025";"Yes";"Distributed"
"483";"Chloropicon_primus";"RCC15";"U40921";"Yes";"Distributed"
"484";"Chloropicon_primus";"RCC15";"KF925345";"Yes";"Distributed"
"485";"Chloropicon_laureae";"RCC19";"KT860855";"Yes";"Distributed"
"486";"Chloropicon_primus";"RCC138";"KT860872";"Yes";"Distributed"
"487";"Chloroparvula_sp_B2";"RCC696";"KT860688";"Yes";"Distributed"
"488";"Chloroparvula_sp_B2";"RCC696";"KU843577";"Yes";"Distributed"
"489";"Chloropicon_laureae";"RCC700";"KT860686";"Yes";"Distributed"
"490";"Chloropicon_laureae";"RCC700";"KU843578";"Yes";"Distributed"
"491";"Chloropicon_laureae";"RCC701";"KF899839";"Yes";"Distributed"
"492";"Chloropicon_mariensis";"RCC712";"KT860929";"Yes";"Distributed"
"493";"Chloropicon_mariensis";"RCC712";"KU843579";"Yes";"Distributed"
"494";"Chloropicon_mariensis";"RCC713";"KT860813";"Yes";"Distributed"
"495";"Chloropicon_mariensis";"RCC713";"KU843580";"Yes";"Distributed"
"496";"Chloropicon_primus";"RCC717";"KT860691";"Yes";"Distributed"
"497";"Chloropicon_primus";"RCC717";"KU843581";"Yes";"Distributed"
"498";"Chloropicon_mariensis";"RCC719";"KT860933";"Yes";"Distributed"
"499";"Chloropicon_mariensis";"RCC719";"KU843582";"Yes";"Distributed"
"500";"Chloropicon_roscoffensis";"RCC722";"KT860817";"Yes";"Distributed"
"501";"Chloropicon_roscoffensis";"RCC722";"KU843583";"Yes";"Distributed"
"502";"Chloropicon_roscoffensis";"RCC726";"KT860692";"Yes";"Distributed"
"503";"Chloropicon_roscoffensis";"RCC726";"KU843584";"Yes";"Distributed"
"504";"Chloropicon_laureae";"RCC856";"EU106741";"Yes";"Distributed"
"505";"Chloropicon_laureae";"RCC856";"KF422631";"Yes";"Distributed"
"506";"Chloropicon_sieburthii";"RCC857";"KU843585";"Yes";"Distributed"
"507";"Chloropicon_sieburthii";"RCC857";"EU106742";"Yes";"Distributed"
"508";"";"RCC702-C4";"MF077474";"No";"NotFound"
"509";"Chloropicon_roscoffensis";"RCC917";"EU106769";"Yes";"Distributed"
"510";"Chloropicon_roscoffensis";"RCC917";"FJ997211";"Yes";"Distributed"
"511";"Chloropicon_sp";"RCC964";"KT860934";"No";"NotDistributed"
"512";"Chloropicon_sp";"RCC996";"EU106822";"Yes";"Distributed"
"513";"Chloropicon_sp";"RCC996";"KU843586";"Yes";"Distributed"
"514";"Chloropicon_mariensis";"RCC997";"EU106823";"Yes";"Distributed"
"515";"Chloropicon_mariensis";"RCC997";"KT860935";"Yes";"Distributed"
"516";"Chloropicon_mariensis";"RCC998";"EU106824";"Yes";"Distributed"
"517";"Chloropicon_mariensis";"RCC998";"KF422632";"Yes";"Distributed"
"518";"Chloroparvula_sp_B2";"RCC999";"KT860694";"No";"NotDistributed"
"519";"Chloroparvula_sp_B2";"RCC999";"KU843587";"No";"NotDistributed"
"520";"Chloropicon_sieburthii";"RCC1019";"KT860708";"Yes";"Distributed"
"521";"Chloropicon_sieburthii";"RCC1019";"KU843588";"Yes";"Distributed"
"522";"Chloropicon_laureae";"RCC1021";"EU106833";"No";"Lost"
"523";"Chloropicon_laureae";"RCC1021";"KU843589";"No";"Lost"
"524";"Chloropicon_sieburthii";"RCC1032";"EU106835";"Yes";"Distributed"
"525";"Chloropicon_sieburthii";"RCC1032";"KU843590";"Yes";"Distributed"
"526";"Chloropicon_sieburthii";"RCC1043";"KT860695";"Yes";"Distributed"
"527";"Chloropicon_sieburthii";"RCC1043";"KU843591";"Yes";"Distributed"
"528";"Chloropicon_roscoffensis";"RCC1124";"KT860719";"Yes";"Distributed"
"529";"Chloropicon_roscoffensis";"RCC1124";"KU843592";"Yes";"Distributed"
"530";"Chloropicon_primus";"RCC1724";"KT860723";"No";"NotDistributed"
"531";"Chloropicon_roscoffensis";"RCC1871";"KF899840";"Yes";"Distributed"
"532";"Chloropicon_roscoffensis";"RCC2335";"KF422627";"Yes";"Distributed"
"533";"Chloroparvula_sp_B2";"RCC2337";"KT860793";"Yes";"Distributed"
"534";"Chloroparvula_sp_B2";"RCC2337";"KU843593";"Yes";"Distributed"
"535";"Chloroparvula_japonica";"RCC2339";"KF422628";"Yes";"Distributed"
"536";"Chloropicon_sp";"RCC3368";"KF899838";"Yes";"Distributed"
"537";"Chloropicon_sp";"RCC3368";"MF077475";"Yes";"Distributed"
"538";"Chloropicon_roscoffensis";"RCC3373";"KU843594";"Yes";"Distributed"
"539";"Chloropicon_maureeniae";"RCC3374";"KU843595";"Yes";"Distributed"
"540";"Chloropicon_laureae";"RCC3375";"KF899843";"Yes";"Distributed"
"541";"Chloropicon_sp";"RCC3376";"KU843596";"Yes";"Distributed"
"542";"Chloropicon_roscoffensis";"RCC3632";"MH792068";"Yes";"Distributed"
"543";"Chloropicon_roscoffensis";"RCC3633";"MH792069";"Yes";"Distributed"
"544";"Chloropicon_roscoffensis";"RCC4429";"KU843597";"Yes";"Cryopreserved"
"545";"Chloropicon_roscoffensis";"RCC4429";"KX523147";"Yes";"Cryopreserved"
"546";"Chloropicon_roscoffensis";"RCC4430";"KU843598";"Yes";"Cryopreserved"
"547";"Chloropicon_roscoffensis";"RCC4430";"KX523148";"Yes";"Cryopreserved"
"548";"Chloropicon_sp_A6";"RCC4434";"KU843599";"Yes";"Distributed"
"549";"Chloropicon_sp_A6";"RCC4434";"KX523150";"Yes";"Distributed"
"550";"Chloropicon_sieburthii";"RCC4553";"KX014631";"No";"Lost"
"551";"Chloropicon_sieburthii";"RCC4569";"KX014641";"Yes";"Distributed"
"552";"Chloroparvula_sp_B3";"RCC4572";"KX014643";"Yes";"Distributed"
"553";"Chloroparvula_sp_B3";"RCC4472";"MF077476";"Yes";"Distributed"
"554";"Chloropicon_roscoffensis";"RCC4573";"KX014644";"Yes";"Distributed"
"555";"Chloroparvula_pacifica";"RCC4656";"KU843574";"Yes";"Distributed"
"556";"Chloropicon_roscoffensis";"RCC6306";"MN604334";"Yes";"Distributed"
"557";"Chlorella_sp";"RCC4";"KT878662";"No";"Lost"
"558";"Picochlorum_castavermella";"RCC9";"KT860852";"Yes";"Distributed"
"559";"Picochlorum_castavermella";"RCC11";"AJ131691";"No";"NotDistributed"
"560";"Picochlorum_castavermella";"RCC13";"KT860853";"Yes";"Cryopreserved"
"561";"Picochlorum_castavermella";"RCC14";"KT860854";"Yes";"Cryopreserved"
"562";"Picochlorum_castavermella";"RCC99";"KT860856";"Yes";"Cryopreserved"
"563";"Picochlorum_castavermella";"RCC115";"AY526738";"No";"Lost"
"564";"Picochlorum_castavermella";"RCC140";"KT860873";"Yes";"Cryopreserved"
"565";"Picochlorum_castavermella";"RCC142";"KT860874";"Yes";"Cryopreserved"
"566";"Chlorella_sp";"RCC346";"KT878667";"No";"Lost"
"567";"Chlorella_sp";"RCC347";"KT860631";"Yes";"Distributed"
"568";"Coccomyxa_sp";"RCC396";"KT860642";"Yes";"Distributed"
"569";"Coccomyxa_sp";"RCC397";"KT878671";"No";"Lost"
"570";"Picochlorum_sp";"RCC475";"KT860662";"Yes";"Distributed"
"571";"Picochlorum_sp";"RCC484";"KT860668";"Yes";"Distributed"
"572";"Picochlorum_sp";"RCC485";"KT860806";"Yes";"Cryopreserved"
"573";"Picochlorum_sp";"RCC486";"KT861323";"No";"Lost"
"574";"Picochlorum_sp";"RCC490";"KT860669";"Yes";"Cryopreserved"
"575";"Coccomyxa_sp";"RCC533";"KT860679";"Yes";"Distributed"
"576";"Coccomyxa_sp";"RCC537";"KT860672";"Yes";"Distributed"
"577";"Picochlorum_sp";"RCC632";"KT860665";"Yes";"Cryopreserved"
"578";"Picochlorum_sp";"RCC633";"KT860663";"Yes";"Cryopreserved"
"579";"Picochlorum_sp";"RCC637";"KT860666";"Yes";"Cryopreserved"
"580";"Droopiella_sp";"RCC661";"KT860883";"Yes";"Distributed"
"581";"Auxenochlorella_symbiontica";"RCC664";"KT860884";"Yes";"Distributed"
"582";"Picochlorum_sp";"RCC683";"KT860889";"Yes";"Cryopreserved"
"583";"Picochlorum_sp";"RCC684";"KT860890";"Yes";"Cryopreserved"
"584";"Picochlorum_sp";"RCC689";"KT860892";"Yes";"Cryopreserved"
"585";"Picochlorum_sp";"RCC748";"KT860896";"Yes";"Cryopreserved"
"586";"Picochlorum_sp";"RCC846";"KT860820";"Yes";"Cryopreserved"
"587";"Picochlorum_sp";"RCC847";"KT860904";"No";"Cryopreserved"
"588";"Coccomyxa_sp";"RCC891";"KT860906";"Yes";"Distributed"
"589";"Picochlorum_sp";"RCC894";"EU127469";"Yes";"Cryopreserved"
"590";"Picochlorum_castavermella";"RCC897";"KT860908";"Yes";"Distributed"
"591";"Coccomyxa_sp";"RCC903";"KT860910";"Yes";"Distributed"
"592";"Picochlorum_sp";"RCC944";"EU106790";"Yes";"Distributed"
"593";"Picochlorum_sp";"RCC944";"KT860842";"Yes";"Distributed"
"594";"Picochlorum_sp";"RCC945";"EU106791";"No";"NotDistributed"
"595";"Picochlorum_sp";"RCC1034";"EU106837";"Yes";"Cryopreserved"
"596";"Stichococcus_sp";"RCC1054";"KF899844";"Yes";"Distributed"
"597";"Stichococcus_sp";"RCC1055";"KT860696";"Yes";"Distributed"
"598";"Picochlorum_sp";"RCC1125";"KT860720";"No";"NotDistributed"
"599";"Picochlorum_sp";"RCC2935";"KT860926";"Yes";"Cryopreserved"
"600";"Trebouxiophyceae_XXX__sp";"RCC2249";"KT860826";"Yes";"Distributed"
"601";"Phyllosiphon_sp";"RCC2979";"KT860839";"Yes";"Distributed"
"602";"Picochlorum_sp";"RCC3965";"KT860832";"Yes";"Cryopreserved"
"603";"Picochlorum_sp";"RCC3067";"KT860833";"Yes";"Cryopreserved"
"604";"Picochlorum_sp";"RCC3070";"KT860847Yes";"Cryopreserved";""
"605";"Picochlorum_sp";"RCC3071";"KT860836";"Yes";"Cryopreserved"
"606";"Picochlorum_sp";"RCC4442";"KX523157";"Yes";"Cryopreserved"
"607";"Picochlorum_sp";"RCC4445";"MH792079";"Yes";"Cryopreserved"
"608";"Picochlorum_sp";"RCC4447";"MH792080";"Yes";"Cryopreserved"
"609";"Picochlorum_sp";"RCC4448";"MH792081";"Yes";"Cryopreserved"
"610";"Picochlorum_sp";"RCC4450";"MH792082";"Yes";"Cryopreserved"
"611";"Picochlorum_sp";"RCC4451";"MH792083";"Yes";"Distributed"
"612";"Picochlorum_sp";"RCC4453";"MH792084";"Yes";"Cryopreserved"
"613";"Picochlorum_sp";"RCC4454";"MH792085";"Yes";"Cryopreserved"
"614";"Picochlorum_sp";"RCC4455";"MH792086";"Yes";"Cryopreserved"
"615";"Picochlorum_sp";"RCC4456";"MH792087";"Yes";"Cryopreserved"
"616";"Picochlorum_sp";"RCC4457";"MH792088";"Yes";"Cryopreserved"
"617";"Picochlorum_sp";"RCC4458";"MH792089";"Yes";"Cryopreserved"
"618";"Picochlorum_sp";"RCC4459";"MH792090";"Yes";"Cryopreserved"
"619";"Picochlorum_sp";"RCC4460";"MH792091";"Yes";"Cryopreserved"
"620";"Picochlorum_sp";"RCC4461";"MH792092";"Yes";"Cryopreserved"
"621";"Picochlorum_sp";"RCC4462";"MH792093";"Yes";"Cryopreserved"
"622";"Picochlorum_sp";"RCC4463";"MH792094";"Yes";"Cryopreserved"
"623";"Picochlorum_sp";"RCC4464";"MH792095";"Yes";"Cryopreserved"
"624";"Picochlorum_sp";"RCC4465";"MH792096";"Yes";"Cryopreserved"
"625";"Picochlorum_sp";"RCC4466";"MH792097";"Yes";"Cryopreserved"
"626";"Picochlorum_sp";"RCC4467";"MH792098";"Yes";"Cryopreserved"
"627";"Pseudochloris_sp";"RCC4743";"MH792099";"Yes";"Distributed"
"628";"Trebouxiophyceae_XXX__sp";"RCC5174";"MH743123";"Yes";"Distributed"
"629";"Trebouxiophyceae_XXX__sp";"RCC5191";"MH743131";"Yes";"Distributed"
"630";"Trebouxiophyceae_XXX__sp";"RCC5193";"MH743132";"Yes";"Distributed"
"631";"Picochlorum_sp";"RCC5937";"MK295682";"Yes";"Distributed"
"632";"Picochlorum_sp";"RCC5938";"MK295683";"Yes";"Distributed"
"633";"Picochlorum_sp";"RCC5939";"MK295684";"Yes";"Distributed"
"634";"Picochlorum_sp";"RCC5941";"MK295686";"Yes";"Distributed"
"635";"Picochlorum_sp";"RCC5947";"MK295690";"Yes";"Distributed"
"636";"Picochlorum_sp";"RCC5948";"MK295691";"Yes";"Distributed"
"637";"Picochlorum_sp";"RCC6225";"MN604339";"Yes";"Distributed"
"638";"Picochlorum_sp";"RCC6228";"MN604341";"Yes";"Distributed"
"639";"Picochlorum_sp";"RCC6229";"MN604342";"Yes";"Distributed"
"640";"Picochlorum_sp";"RCC6230";"MN604343";"Yes";"Distributed"
"641";"Proteomonas_sp";"RCC439";"AY665982";"Yes";"Distributed"
"642";"Hemiselims_sp";"RCC659";"KT860554";"Yes";"Distributed"
"643";"Hemiselims_sp";"RCC659";"KT878682";"Yes";"Distributed"
"644";"Hemiselims_sp";"RCC659";"MF179475";"Yes";"Distributed"
"645";"Hemiselims_sp";"RCC660";"KT878715";"No";"Lost"
"646";"Rhodomonas_sp";"RCC662";"KT861326";"Yes";"Distributed"
"647";"Teleaulax_sp";"RCC815";"KT860555";"No";"Lost"
"648";"Teleaulax_sp";"RCC816";"MF179478";"Yes";"Distributed"
"649";"Rhinomonas_sp";"RCC821";"KT860556";"Yes";"Distributed"
"650";"Rhodomonas_sp";"RCC822";"KT861342";"No";"NotDistributed"
"651";"Hemiselims_sp";"RCC1938";"KT861345";"No";"Lost"
"652";"Rhodomonas_sp";"RCC1978";"KT861341";"Yes";"Distributed"
"653";"Rhodomonas_sp";"RCC1998";"KT861340";"Yes";"Distributed"
"654";"Rhodomonas_sp";"RCC2001";"KT861339";"No";"NotDistributed"
"655";"Rhodomonas_sp";"RCC2007";"KT861338";"Yes";"Distributed"
"656";"Rhodomonas_sp";"RCC2018";"KT861337";"Yes";"Distributed"
"657";"Rhodomonas_sp";"RCC2019";"KT861336";"Yes";"Distributed"
"658";"Rhodomonas_sp";"RCC2020";"JN934672";"Yes";"Distributed"
"659";"Rhodomonas_sp";"RCC2044";"KT861335";"Yes";"Distributed"
"660";"Rhodomonas_sp";"RCC2045";"KT861334";"Yes";"Distributed"
"661";"Pyrenomonadales_XX_sp";"RCC2334";"KT861328";"No";"Lost"
"662";"Proteomonas_sp";"RCC2341";"KT861327";"No";"NotDistributed"
"663";"Rhodomonas_sp";"RCC2513";"KT861333";"Yes";"Distributed"
"664";"Rhodomonas_sp";"RCC2516";"KT861332";"Yes";"Distributed"
"665";"Rhodomonas_sp";"RCC2603";"KT861331";"Yes";"Distributed"
"666";"Hemiselims_sp";"RCC2614";"KT861344";"Yes";"Distributed"
"667";"Hemiselims_sp";"RCC2614";"MF179473";"Yes";"Distributed"
"668";"Hemiselims_sp";"RCC2614";"MF574711";"No";"Lost"
"669";"Proteomonas_sp";"RCC4474";"KT878697";"Yes";"Distributed"
"670";"Rhodomonas_sp";"RCC4784";"KX602216";"No";"Lost"
"671";"Teleaulax_sp";"RCC4841";"KY095007";"Yes";"Distributed"
"672";"Teleaulax_sp";"RCC4841";"KY095059";"Yes";"Distributed"
"673";"Cryptophyceae_XXX_sp";"RCC4843";"KY095013";"Yes";"Distributed"
"674";"Rhodomonas_sp";"RCC4847";"KY095062";"Yes";"Distributed"
"675";"Rhodomonas_sp";"RCC4848";"KY095005";"Yes";"Distributed"
"676";"Teleaulax_sp";"RCC4857";"KY095065";"Yes";"Distributed"
"677";"";"RCC5233";"MH764714";"No";"NotFound"
"678";"Baffinella_frigidus";"RCC5236";"MH764717";"Yes";"Distributed"
"679";"Baffinella_frigidus";"RCC5246";"MH764727";"No";"NotFound"
"680";"";"RCC5255";"MH764736";"No";"NotFound"
"681";"";"RCC5257";"MH764738";"No";"NotFound"
"682";"";"RCC5263";"MH764744";"No";"NotFound"
"683";"Rhodomonas_sp";"RCC5274";"MH764754";"Yes";"Distributed"
"684";"";"RCC5289";"MH764768";"No";"NotFound"
"685";"Baffinella_frigidus";"RCC5310";"MH764785";"Yes";"Distributed"
"686";"Rhodomonas_sp";"RCC5322";"MH764796";"Yes";"Distributed"
"687";"Baffinella_frigidus";"RCC5414";"MH764866";"Yes";"Distributed"
"688";"Baffinella_frigidus";"RCC5415";"MH764867";"Yes";"Distributed"
"689";"Rhodomonas_sp";"RCC5416";"MH764868";"Yes";"Distributed"
"690";"Baffinella_frigidus";"RCC5484";"MH764928";"Yes";"Distributed"
"691";"Baffinella_frigidus";"RCC5485";"MH764929";"Yes";"Distributed"
"692";"Rhodomonas_sp";"RCC5528";"MH764969";"Yes";"Distributed"
